Programme,Country,Region,Year,Quarter,Period,Budget_USD,Expenditure_USD,Budget_Utilization_Pct,Target_Output,Actual_Output,Output_Achievement_Pct,Outcome_Score_1to5,Community_Feedback_Score,Complaints_Received,Complaints_Resolved
Food Security Initiative,Zimbabwe,Southern Africa,2022,Q2,2022-Q2,290769,290572,99.9,40166,32241,80.3,4.2,3.6,6,11
Food Security Initiative,Zimbabwe,Southern Africa,2022,Q3,2022-Q3,258189,245471,95.1,8421,6434,76.4,2.9,3.5,4,13
Food Security Initiative,Zimbabwe,Southern Africa,2022,Q4,2022-Q4,454339,357761,78.7,29004,28613,98.7,3.6,3.6,2,2
Food Security Initiative,Zimbabwe,Southern Africa,2023,Q1,2023-Q1,52607,35188,66.9,29845,22135,74.2,3.1,3.4,4,15
Food Security Initiative,Zimbabwe,Southern Africa,2023,Q2,2023-Q2,132608,86815,65.5,31239,31159,99.7,3.9,4.2,2,11
Food Security Initiative,Zimbabwe,Southern Africa,2023,Q3,2023-Q3,374849,330692,88.2,36488,24621,67.5,3.3,4.4,12,18
Food Security Initiative,Zimbabwe,Southern Africa,2023,Q4,2023-Q4,313060,231595,74.0,36009,36082,100.2,3.0,3.7,24,12
Food Security Initiative,Zimbabwe,Southern Africa,2024,Q1,2024-Q1,477186,338245,70.9,19281,15231,79.0,2.7,4.5,18,15
Food Security Initiative,Zimbabwe,Southern Africa,2024,Q2,2024-Q2,353688,242138,68.5,29749,27536,92.6,3.5,3.1,14,15
Food Security Initiative,Zimbabwe,Southern Africa,2024,Q3,2024-Q3,403630,278709,69.1,29323,27527,93.9,3.0,3.7,5,4
Food Security Initiative,Zimbabwe,Southern Africa,2024,Q4,2024-Q4,285177,186418,65.4,10331,9663,93.5,2.7,5.0,15,14
Food Security Initiative,Zimbabwe,Southern Africa,2025,Q1,2025-Q1,87835,75734,86.2,48171,52189,108.3,4.6,4.6,16,16
Food Security Initiative,Zimbabwe,Southern Africa,2025,Q2,2025-Q2,81896,49679,60.7,47512,42143,88.7,3.0,4.3,6,14
Food Security Initiative,Zimbabwe,Southern Africa,2025,Q3,2025-Q3,268174,201211,75.0,4136,3265,78.9,5.0,3.3,23,5
Food Security Initiative,Zimbabwe,Southern Africa,2025,Q4,2025-Q4,313090,252518,80.7,26204,25504,97.3,4.5,3.9,3,19
Food Security Initiative,Zambia,Southern Africa,2021,Q1,2021-Q1,466859,367527,78.7,28779,24296,84.4,4.0,3.1,3,3
Food Security Initiative,Zambia,Southern Africa,2021,Q2,2021-Q2,213769,200276,93.7,39471,35031,88.8,4.1,3.8,9,1
Food Security Initiative,Zambia,Southern Africa,2021,Q3,2021-Q3,294085,178353,60.6,12046,9916,82.3,2.5,4.2,3,11
Food Security Initiative,Zambia,Southern Africa,2021,Q4,2021-Q4,179868,121520,67.6,26540,22692,85.5,3.0,4.3,9,9
Food Security Initiative,Zambia,Southern Africa,2022,Q1,2022-Q1,274764,170760,62.1,3833,2770,72.3,4.0,4.3,25,4
Food Security Initiative,Zambia,Southern Africa,2022,Q2,2022-Q2,94522,83978,88.8,40641,31795,78.2,3.1,3.2,13,1
Food Security Initiative,Zambia,Southern Africa,2022,Q3,2022-Q3,488846,308693,63.1,21999,20769,94.4,3.0,3.5,9,6
Food Security Initiative,Zambia,Southern Africa,2022,Q4,2022-Q4,115985,74271,64.0,34033,28397,83.4,4.0,4.4,0,3
Food Security Initiative,Zambia,Southern Africa,2023,Q1,2023-Q1,307067,263209,85.7,24849,20962,84.4,2.8,3.6,2,1
Food Security Initiative,Zambia,Southern Africa,2023,Q2,2023-Q2,238929,206666,86.5,33534,34232,102.1,4.0,4.1,18,9
Food Security Initiative,Zambia,Southern Africa,2023,Q3,2023-Q3,316623,276470,87.3,31646,30991,97.9,4.0,4.6,10,12
Food Security Initiative,Zambia,Southern Africa,2023,Q4,2023-Q4,269156,188270,69.9,49188,44101,89.7,4.2,4.8,19,4
Food Security Initiative,Zambia,Southern Africa,2024,Q1,2024-Q1,419481,316411,75.4,11078,10619,95.9,2.6,4.2,16,20
Food Security Initiative,Zambia,Southern Africa,2024,Q2,2024-Q2,261663,170624,65.2,31486,31008,98.5,4.9,4.6,21,14
Food Security Initiative,Zambia,Southern Africa,2024,Q3,2024-Q3,98109,63171,64.4,49701,44048,88.6,3.4,3.1,10,2
Food Security Initiative,Zambia,Southern Africa,2024,Q4,2024-Q4,439331,358782,81.7,42944,30267,70.5,3.5,3.2,21,19
Food Security Initiative,Zambia,Southern Africa,2025,Q1,2025-Q1,234763,216162,92.1,27377,23943,87.5,4.6,3.4,7,12
Food Security Initiative,Zambia,Southern Africa,2025,Q2,2025-Q2,197732,139485,70.5,37454,33326,89.0,3.0,4.5,1,14
Food Security Initiative,Zambia,Southern Africa,2025,Q3,2025-Q3,405830,397375,97.9,20178,19053,94.4,4.1,3.8,20,2
Food Security Initiative,Zambia,Southern Africa,2025,Q4,2025-Q4,474009,365131,77.0,12853,11613,90.4,2.7,3.1,22,0
Food Security Initiative,Egypt,North Africa,2021,Q1,2021-Q1,319890,280924,87.8,43294,48143,111.2,3.9,3.6,25,9
Food Security Initiative,Egypt,North Africa,2021,Q2,2021-Q2,314148,248289,79.0,44281,23957,54.1,3.7,3.8,3,20
Food Security Initiative,Egypt,North Africa,2021,Q3,2021-Q3,313261,290790,92.8,7580,8939,117.9,4.7,4.7,6,19
Food Security Initiative,Egypt,North Africa,2021,Q4,2021-Q4,304077,290748,95.6,39804,27655,69.5,3.2,3.1,24,1
Food Security Initiative,Egypt,North Africa,2022,Q1,2022-Q1,318972,224692,70.4,36193,33323,92.1,4.1,3.2,6,15
Food Security Initiative,Egypt,North Africa,2022,Q2,2022-Q2,283527,185469,65.4,3223,2616,81.2,2.9,4.3,3,17
Food Security Initiative,Egypt,North Africa,2022,Q3,2022-Q3,114237,102146,89.4,3243,2448,75.5,3.1,3.7,8,6
Food Security Initiative,Egypt,North Africa,2022,Q4,2022-Q4,148600,143527,96.6,48243,33829,70.1,3.9,4.5,18,14
Food Security Initiative,Egypt,North Africa,2023,Q1,2023-Q1,64379,51248,79.6,36966,41265,111.6,3.0,4.4,19,10
Food Security Initiative,Egypt,North Africa,2023,Q2,2023-Q2,230657,213188,92.4,40593,36377,89.6,3.5,4.5,1,15
Food Security Initiative,Egypt,North Africa,2023,Q3,2023-Q3,471922,359421,76.2,3524,3583,101.7,5.0,3.7,10,13
Food Security Initiative,Egypt,North Africa,2023,Q4,2023-Q4,114638,87631,76.4,29193,28105,96.3,2.9,3.4,0,16
Food Security Initiative,Egypt,North Africa,2024,Q1,2024-Q1,186399,163538,87.7,27035,22208,82.1,2.9,3.6,8,2
Food Security Initiative,Egypt,North Africa,2024,Q2,2024-Q2,80106,62644,78.2,8509,8192,96.3,3.2,3.5,17,5
Food Security Initiative,Egypt,North Africa,2024,Q3,2024-Q3,169606,151694,89.4,11439,9753,85.3,4.5,3.5,5,8
Food Security Initiative,Egypt,North Africa,2024,Q4,2024-Q4,422812,355718,84.1,7873,6427,81.6,4.2,4.3,4,9
Food Security Initiative,Egypt,North Africa,2025,Q1,2025-Q1,233530,181765,77.8,46473,46482,100.0,4.4,3.6,5,1
Food Security Initiative,Egypt,North Africa,2025,Q2,2025-Q2,342162,219396,64.1,23318,18220,78.1,2.7,3.2,5,0
Food Security Initiative,Egypt,North Africa,2025,Q3,2025-Q3,393974,328238,83.3,5833,4828,82.8,4.4,3.6,9,12
Food Security Initiative,Egypt,North Africa,2025,Q4,2025-Q4,71770,64975,90.5,22974,18124,78.9,4.4,3.5,4,13
Food Security Initiative,Morocco,North Africa,2021,Q1,2021-Q1,488194,435239,89.2,23247,17654,75.9,3.0,4.0,8,12
Food Security Initiative,Morocco,North Africa,2021,Q2,2021-Q2,453974,439700,96.9,9927,10609,106.9,4.1,3.3,1,6
Food Security Initiative,Morocco,North Africa,2021,Q3,2021-Q3,145631,127150,87.3,41125,46594,113.3,4.3,4.0,18,7
Food Security Initiative,Morocco,North Africa,2021,Q4,2021-Q4,278463,257743,92.6,35333,22079,62.5,4.3,4.2,24,16
Food Security Initiative,Morocco,North Africa,2022,Q1,2022-Q1,221876,146508,66.0,9541,8057,84.4,3.1,4.5,8,1
Food Security Initiative,Morocco,North Africa,2022,Q2,2022-Q2,186899,166088,88.9,32462,22090,68.0,2.9,4.8,17,13
Food Security Initiative,Morocco,North Africa,2022,Q3,2022-Q3,54318,36522,67.2,33730,27635,81.9,3.3,3.3,0,13
Food Security Initiative,Morocco,North Africa,2022,Q4,2022-Q4,352158,234905,66.7,17318,18391,106.2,4.2,4.1,0,8
Food Security Initiative,Morocco,North Africa,2023,Q1,2023-Q1,310495,201459,64.9,40415,39610,98.0,2.6,4.1,21,3
Food Security Initiative,Morocco,North Africa,2023,Q2,2023-Q2,149140,94535,63.4,38353,38340,100.0,4.8,4.8,20,4
Food Security Initiative,Morocco,North Africa,2023,Q3,2023-Q3,179704,158012,87.9,39240,34895,88.9,3.3,3.4,13,14
Food Security Initiative,Morocco,North Africa,2023,Q4,2023-Q4,63992,46770,73.1,43667,45200,103.5,4.1,3.3,16,6
Food Security Initiative,Morocco,North Africa,2024,Q1,2024-Q1,430455,302806,70.3,11330,6972,61.5,4.0,4.8,11,17
Food Security Initiative,Morocco,North Africa,2024,Q2,2024-Q2,108179,97278,89.9,18066,14848,82.2,4.2,4.2,17,13
Food Security Initiative,Morocco,North Africa,2024,Q3,2024-Q3,497884,395906,79.5,38382,30636,79.8,4.4,3.4,14,1
Food Security Initiative,Morocco,North Africa,2024,Q4,2024-Q4,20524,15367,74.9,32451,26548,81.8,2.6,3.3,19,9
Food Security Initiative,Morocco,North Africa,2025,Q1,2025-Q1,362390,242540,66.9,12969,11331,87.4,4.6,3.7,0,1
Food Security Initiative,Morocco,North Africa,2025,Q2,2025-Q2,272804,259117,95.0,19911,15579,78.2,3.0,3.7,19,8
Food Security Initiative,Morocco,North Africa,2025,Q3,2025-Q3,460133,303823,66.0,46564,30970,66.5,4.0,4.5,12,11
Food Security Initiative,Morocco,North Africa,2025,Q4,2025-Q4,461680,377784,81.8,43432,48998,112.8,4.1,4.9,6,18
Food Security Initiative,Sudan,North Africa,2021,Q1,2021-Q1,460760,331574,72.0,35444,37362,105.4,4.0,3.4,9,1
Food Security Initiative,Sudan,North Africa,2021,Q2,2021-Q2,104628,78519,75.0,37002,26565,71.8,3.7,3.8,18,2
Food Security Initiative,Sudan,North Africa,2021,Q3,2021-Q3,177621,119238,67.1,7879,6754,85.7,3.7,4.4,12,3
Food Security Initiative,Sudan,North Africa,2021,Q4,2021-Q4,455420,436708,95.9,11152,9609,86.2,2.8,3.5,23,17
Food Security Initiative,Sudan,North Africa,2022,Q1,2022-Q1,166516,136056,81.7,30309,25621,84.5,3.4,3.6,6,19
Food Security Initiative,Sudan,North Africa,2022,Q2,2022-Q2,284671,190656,67.0,22860,20576,90.0,4.5,4.9,21,10
Food Security Initiative,Sudan,North Africa,2022,Q3,2022-Q3,353011,270215,76.5,19128,22102,115.5,3.6,4.1,24,14
Food Security Initiative,Sudan,North Africa,2022,Q4,2022-Q4,163137,101670,62.3,18117,14796,81.7,4.2,3.1,21,10
Food Security Initiative,Sudan,North Africa,2023,Q1,2023-Q1,199112,184543,92.7,15803,12170,77.0,3.3,4.0,14,19
Food Security Initiative,Sudan,North Africa,2023,Q2,2023-Q2,192206,161196,83.9,3040,2884,94.9,3.2,4.2,22,4
Food Security Initiative,Sudan,North Africa,2023,Q3,2023-Q3,358922,258106,71.9,2134,1853,86.8,4.9,3.9,19,15
Food Security Initiative,Sudan,North Africa,2023,Q4,2023-Q4,22243,17907,80.5,2627,2165,82.4,2.9,4.1,21,5
Food Security Initiative,Sudan,North Africa,2024,Q1,2024-Q1,236616,155660,65.8,38424,36386,94.7,3.0,4.5,22,15
Food Security Initiative,Sudan,North Africa,2024,Q2,2024-Q2,419751,255796,60.9,27741,24270,87.5,3.4,3.2,17,2
Food Security Initiative,Sudan,North Africa,2024,Q3,2024-Q3,432774,320681,74.1,44539,34973,78.5,3.5,3.6,20,2
Food Security Initiative,Sudan,North Africa,2024,Q4,2024-Q4,302407,260871,86.3,4028,2751,68.3,4.8,3.8,21,14
Food Security Initiative,Sudan,North Africa,2025,Q1,2025-Q1,372450,252125,67.7,10088,9622,95.4,3.9,3.9,11,12
Food Security Initiative,Sudan,North Africa,2025,Q2,2025-Q2,453830,299461,66.0,41407,32410,78.3,3.6,3.6,11,12
Food Security Initiative,Sudan,North Africa,2025,Q3,2025-Q3,112896,110329,97.7,47680,29503,61.9,3.5,4.8,0,3
Food Security Initiative,Sudan,North Africa,2025,Q4,2025-Q4,262584,212957,81.1,26279,22705,86.4,3.3,3.4,6,14
Urban Resilience,Kenya,East Africa,2021,Q1,2021-Q1,24909,22919,92.0,16517,12604,76.3,3.0,3.7,23,0
Urban Resilience,Kenya,East Africa,2021,Q2,2021-Q2,417631,410922,98.4,20424,24277,118.9,3.8,3.8,21,11
Urban Resilience,Kenya,East Africa,2021,Q3,2021-Q3,120407,97357,80.9,7896,5929,75.1,2.9,4.2,19,20
Urban Resilience,Kenya,East Africa,2021,Q4,2021-Q4,178952,154987,86.6,49042,50166,102.3,4.3,4.8,7,7
Urban Resilience,Kenya,East Africa,2022,Q1,2022-Q1,278897,208745,74.8,25789,29656,115.0,4.2,4.1,1,8
Urban Resilience,Kenya,East Africa,2022,Q2,2022-Q2,278388,189889,68.2,48140,33305,69.2,4.4,4.6,22,19
Urban Resilience,Kenya,East Africa,2022,Q3,2022-Q3,129621,106443,82.1,2467,1721,69.8,2.7,3.7,6,20
Urban Resilience,Kenya,East Africa,2022,Q4,2022-Q4,227663,164905,72.4,9270,7837,84.5,4.9,4.6,8,18
Urban Resilience,Kenya,East Africa,2023,Q1,2023-Q1,282314,243910,86.4,34375,22655,65.9,4.9,3.8,5,17
Urban Resilience,Kenya,East Africa,2023,Q2,2023-Q2,121591,78155,64.3,45243,38914,86.0,3.7,4.7,23,18
Urban Resilience,Kenya,East Africa,2023,Q3,2023-Q3,372413,355623,95.5,46720,49906,106.8,4.5,4.6,19,18
Urban Resilience,Kenya,East Africa,2023,Q4,2023-Q4,112027,107102,95.6,6283,7113,113.2,3.9,4.9,18,4
Urban Resilience,Kenya,East Africa,2024,Q1,2024-Q1,411104,410470,99.8,6263,3028,48.3,4.0,3.1,4,8
Urban Resilience,Kenya,East Africa,2024,Q2,2024-Q2,318793,255858,80.3,16939,14388,84.9,4.7,3.4,16,8
Urban Resilience,Kenya,East Africa,2024,Q3,2024-Q3,120585,92917,77.1,46432,38706,83.4,3.4,3.9,0,17
Urban Resilience,Kenya,East Africa,2024,Q4,2024-Q4,342152,276383,80.8,18575,17661,95.1,4.1,4.6,21,17
Urban Resilience,Kenya,East Africa,2025,Q1,2025-Q1,482999,377145,78.1,31748,27659,87.1,3.3,4.3,0,13
Urban Resilience,Kenya,East Africa,2025,Q2,2025-Q2,356050,315848,88.7,46112,48408,105.0,3.9,3.1,20,1
Urban Resilience,Kenya,East Africa,2025,Q3,2025-Q3,467668,312380,66.8,23168,16222,70.0,4.2,3.0,13,13
Urban Resilience,Kenya,East Africa,2025,Q4,2025-Q4,163673,147677,90.2,9976,7003,70.2,3.2,3.6,21,16
Urban Resilience,Ethiopia,East Africa,2021,Q1,2021-Q1,264625,214654,81.1,34477,31068,90.1,2.7,3.9,11,16
Urban Resilience,Ethiopia,East Africa,2021,Q2,2021-Q2,417945,392771,94.0,4848,3937,81.2,4.0,3.6,23,7
Urban Resilience,Ethiopia,East Africa,2021,Q3,2021-Q3,44623,34284,76.8,20214,16262,80.4,5.0,3.0,13,17
Urban Resilience,Ethiopia,East Africa,2021,Q4,2021-Q4,255332,156021,61.1,22725,21894,96.3,4.6,3.4,0,12
Urban Resilience,Ethiopia,East Africa,2022,Q1,2022-Q1,122030,76184,62.4,23935,18833,78.7,4.3,4.2,2,18
Urban Resilience,Ethiopia,East Africa,2022,Q2,2022-Q2,443453,308221,69.5,3662,2290,62.5,3.8,4.9,23,7
Urban Resilience,Ethiopia,East Africa,2022,Q3,2022-Q3,381522,353290,92.6,29775,23889,80.2,2.6,3.3,2,7
Urban Resilience,Ethiopia,East Africa,2022,Q4,2022-Q4,123220,109806,89.1,12779,11152,87.3,3.0,4.0,10,9
Urban Resilience,Ethiopia,East Africa,2023,Q1,2023-Q1,52948,33743,63.7,43025,35097,81.6,4.8,4.9,20,3
Urban Resilience,Ethiopia,East Africa,2023,Q2,2023-Q2,34613,20852,60.2,33455,31527,94.2,3.7,3.0,13,0
Urban Resilience,Ethiopia,East Africa,2023,Q3,2023-Q3,330656,318579,96.3,43045,31404,73.0,2.8,3.8,10,8
Urban Resilience,Ethiopia,East Africa,2023,Q4,2023-Q4,149579,146003,97.6,9067,7754,85.5,4.2,4.7,15,7
Urban Resilience,Ethiopia,East Africa,2024,Q1,2024-Q1,198678,148329,74.7,5567,4952,89.0,4.1,4.5,10,16
Urban Resilience,Ethiopia,East Africa,2024,Q2,2024-Q2,436342,293405,67.2,17515,11514,65.7,4.9,4.3,2,19
Urban Resilience,Ethiopia,East Africa,2024,Q3,2024-Q3,344831,323733,93.9,30739,15349,49.9,4.9,4.2,24,3
Urban Resilience,Ethiopia,East Africa,2024,Q4,2024-Q4,347862,329338,94.7,31258,31692,101.4,4.9,4.4,18,3
Urban Resilience,Ethiopia,East Africa,2025,Q1,2025-Q1,64844,53144,82.0,5977,4590,76.8,3.1,3.6,1,12
Urban Resilience,Ethiopia,East Africa,2025,Q2,2025-Q2,184248,137085,74.4,47440,36620,77.2,3.6,3.2,2,4
Urban Resilience,Ethiopia,East Africa,2025,Q3,2025-Q3,52507,32393,61.7,30961,28298,91.4,3.6,4.3,1,9
Urban Resilience,Ethiopia,East Africa,2025,Q4,2025-Q4,340202,316752,93.1,43037,49413,114.8,3.6,4.3,13,2
Urban Resilience,Uganda,East Africa,2021,Q1,2021-Q1,73386,72023,98.1,46404,37656,81.1,4.1,3.4,1,17
Urban Resilience,Uganda,East Africa,2021,Q2,2021-Q2,47369,39041,82.4,21327,21897,102.7,5.0,4.0,12,12
Urban Resilience,Uganda,East Africa,2021,Q3,2021-Q3,70242,68208,97.1,42455,32682,77.0,4.0,3.5,24,13
Urban Resilience,Uganda,East Africa,2021,Q4,2021-Q4,142217,87177,61.3,41293,35672,86.4,4.6,3.6,25,19
Urban Resilience,Uganda,East Africa,2022,Q1,2022-Q1,25560,23479,91.9,31714,22701,71.6,4.9,3.7,12,14
Urban Resilience,Uganda,East Africa,2022,Q2,2022-Q2,436895,367232,84.1,30056,22753,75.7,4.0,4.1,19,19
Urban Resilience,Uganda,East Africa,2022,Q3,2022-Q3,73098,70603,96.6,24257,17245,71.1,4.7,3.4,20,0
Urban Resilience,Uganda,East Africa,2022,Q4,2022-Q4,258066,211019,81.8,35896,39555,110.2,4.9,4.3,10,18
Urban Resilience,Uganda,East Africa,2023,Q1,2023-Q1,120915,112062,92.7,9078,9062,99.8,4.9,3.5,3,0
Urban Resilience,Uganda,East Africa,2023,Q2,2023-Q2,332043,221759,66.8,48746,44705,91.7,3.7,4.4,2,18
Urban Resilience,Uganda,East Africa,2023,Q3,2023-Q3,433881,299758,69.1,14688,9710,66.1,3.4,3.3,18,4
Urban Resilience,Uganda,East Africa,2023,Q4,2023-Q4,354162,227556,64.3,35351,27904,78.9,4.8,5.0,8,11
Urban Resilience,Uganda,East Africa,2024,Q1,2024-Q1,240728,160239,66.6,33548,27734,82.7,3.7,3.4,23,19
Urban Resilience,Uganda,East Africa,2024,Q2,2024-Q2,253111,182384,72.1,14184,11192,78.9,3.0,4.5,7,4
Urban Resilience,Uganda,East Africa,2024,Q3,2024-Q3,437870,387528,88.5,4888,3193,65.3,4.8,4.9,1,4
Urban Resilience,Uganda,East Africa,2024,Q4,2024-Q4,183403,122780,66.9,40307,43745,108.5,3.1,4.1,13,16
Urban Resilience,Uganda,East Africa,2025,Q1,2025-Q1,361681,230210,63.7,25445,29191,114.7,3.8,3.7,9,18
Urban Resilience,Uganda,East Africa,2025,Q2,2025-Q2,484111,395508,81.7,37464,23192,61.9,4.9,3.4,24,4
Urban Resilience,Uganda,East Africa,2025,Q3,2025-Q3,97284,83852,86.2,32770,23209,70.8,2.6,3.3,9,19
Urban Resilience,Uganda,East Africa,2025,Q4,2025-Q4,199778,165004,82.6,21075,18305,86.9,4.3,3.4,11,0
Urban Resilience,Tanzania,East Africa,2021,Q1,2021-Q1,291413,252743,86.7,40432,36929,91.3,3.5,4.3,21,4
Urban Resilience,Tanzania,East Africa,2021,Q2,2021-Q2,50050,49950,99.8,17557,11810,67.3,4.8,3.0,16,17
Urban Resilience,Tanzania,East Africa,2021,Q3,2021-Q3,470207,448660,95.4,5578,4074,73.0,2.7,3.2,13,11
Urban Resilience,Tanzania,East Africa,2021,Q4,2021-Q4,122449,109064,89.1,15131,9517,62.9,4.9,4.2,20,6
Urban Resilience,Tanzania,East Africa,2022,Q1,2022-Q1,431704,382636,88.6,6482,4740,73.1,2.6,3.0,10,6
Urban Resilience,Tanzania,East Africa,2022,Q2,2022-Q2,370151,274007,74.0,33177,32546,98.1,3.1,3.1,22,14
Urban Resilience,Tanzania,East Africa,2022,Q3,2022-Q3,334448,224685,67.2,47378,41113,86.8,4.0,4.1,10,18
Urban Resilience,Tanzania,East Africa,2022,Q4,2022-Q4,316797,202630,64.0,23997,16323,68.0,3.3,3.1,19,9
Urban Resilience,Tanzania,East Africa,2023,Q1,2023-Q1,239516,181617,75.8,23536,20929,88.9,4.2,4.1,5,3
Urban Resilience,Tanzania,East Africa,2023,Q2,2023-Q2,258185,199756,77.4,4765,3105,65.2,3.5,4.7,15,7
Urban Resilience,Tanzania,East Africa,2023,Q3,2023-Q3,21938,15087,68.8,43862,43140,98.4,3.5,3.6,7,7
Urban Resilience,Tanzania,East Africa,2023,Q4,2023-Q4,264599,208561,78.8,42889,41666,97.1,2.7,3.1,6,7
Urban Resilience,Tanzania,East Africa,2024,Q1,2024-Q1,272049,175374,64.5,23726,20232,85.3,4.6,3.5,25,12
Urban Resilience,Tanzania,East Africa,2024,Q2,2024-Q2,127644,124333,97.4,28234,18200,64.5,4.9,4.9,5,0
Urban Resilience,Tanzania,East Africa,2024,Q3,2024-Q3,210220,196560,93.5,2648,2001,75.6,3.9,4.1,2,11
Urban Resilience,Tanzania,East Africa,2024,Q4,2024-Q4,35737,33592,94.0,38352,31447,82.0,5.0,4.0,3,4
Urban Resilience,Tanzania,East Africa,2025,Q1,2025-Q1,172345,127204,73.8,30862,39736,128.8,4.6,4.0,6,20
Urban Resilience,Tanzania,East Africa,2025,Q2,2025-Q2,327068,316139,96.7,25587,23586,92.2,4.1,4.7,1,0
Urban Resilience,Tanzania,East Africa,2025,Q3,2025-Q3,124397,82017,65.9,14964,13677,91.4,2.9,3.4,9,5
Urban Resilience,Tanzania,East Africa,2025,Q4,2025-Q4,134790,130827,97.1,19170,18783,98.0,2.6,3.9,23,5
Urban Resilience,Somalia,East Africa,2021,Q1,2021-Q1,198162,143744,72.5,38340,38069,99.3,3.4,3.9,7,5
Urban Resilience,Somalia,East Africa,2021,Q2,2021-Q2,122753,121865,99.3,3408,3133,91.9,4.5,4.8,5,8
Urban Resilience,Somalia,East Africa,2021,Q3,2021-Q3,497442,385768,77.6,8631,6716,77.8,4.3,3.2,0,4
Urban Resilience,Somalia,East Africa,2021,Q4,2021-Q4,218664,154855,70.8,44917,28444,63.3,2.6,3.9,25,3
Urban Resilience,Somalia,East Africa,2022,Q1,2022-Q1,197410,183784,93.1,15778,15907,100.8,4.2,3.7,9,14
Urban Resilience,Somalia,East Africa,2022,Q2,2022-Q2,145907,97452,66.8,26224,26003,99.2,4.0,4.0,25,11
Urban Resilience,Somalia,East Africa,2022,Q3,2022-Q3,366506,326752,89.2,13230,7388,55.8,3.2,3.4,16,19
Urban Resilience,Somalia,East Africa,2022,Q4,2022-Q4,482245,340608,70.6,30424,22637,74.4,2.7,3.7,22,2
Urban Resilience,Somalia,East Africa,2023,Q1,2023-Q1,82124,50475,61.5,11465,10755,93.8,3.3,4.3,4,6
Urban Resilience,Somalia,East Africa,2023,Q2,2023-Q2,120496,106850,88.7,36901,27234,73.8,4.0,4.9,12,11
Urban Resilience,Somalia,East Africa,2023,Q3,2023-Q3,186698,113619,60.9,41292,33999,82.3,3.3,3.3,13,20
Urban Resilience,Somalia,East Africa,2023,Q4,2023-Q4,148214,124577,84.1,5027,4418,87.9,4.3,3.6,24,19
Urban Resilience,Somalia,East Africa,2024,Q1,2024-Q1,327927,267523,81.6,14392,10686,74.2,4.6,4.5,17,9
Urban Resilience,Somalia,East Africa,2024,Q2,2024-Q2,433971,271607,62.6,11736,13036,111.1,4.1,3.5,10,7
Urban Resilience,Somalia,East Africa,2024,Q3,2024-Q3,47923,39440,82.3,43252,26348,60.9,3.1,4.1,25,8
Urban Resilience,Somalia,East Africa,2024,Q4,2024-Q4,477625,308402,64.6,10287,7609,74.0,3.9,3.0,16,18
Urban Resilience,Somalia,East Africa,2025,Q1,2025-Q1,484432,353412,73.0,34046,24548,72.1,2.7,4.0,6,2
Urban Resilience,Somalia,East Africa,2025,Q2,2025-Q2,431390,295665,68.5,32845,34320,104.5,3.8,4.7,25,19
Urban Resilience,Somalia,East Africa,2025,Q3,2025-Q3,54012,45711,84.6,12972,12313,94.9,4.8,4.9,16,12
Urban Resilience,Somalia,East Africa,2025,Q4,2025-Q4,413901,333227,80.5,44275,51963,117.4,3.3,3.9,24,16
Urban Resilience,Nigeria,West Africa,2021,Q1,2021-Q1,216223,145869,67.5,34675,29481,85.0,2.8,3.4,16,14
Urban Resilience,Nigeria,West Africa,2021,Q2,2021-Q2,113846,90149,79.2,23091,27523,119.2,4.7,4.1,22,11
Urban Resilience,Nigeria,West Africa,2021,Q3,2021-Q3,295500,257857,87.3,47515,46292,97.4,3.6,4.3,15,15
Urban Resilience,Nigeria,West Africa,2021,Q4,2021-Q4,268385,166460,62.0,19585,11160,57.0,3.7,3.6,18,12
Urban Resilience,Nigeria,West Africa,2022,Q1,2022-Q1,354551,258990,73.0,40271,34853,86.5,4.7,3.8,20,1
Urban Resilience,Nigeria,West Africa,2022,Q2,2022-Q2,128632,115453,89.8,16386,9086,55.4,4.6,3.6,6,14
Urban Resilience,Nigeria,West Africa,2022,Q3,2022-Q3,472548,357766,75.7,17360,17468,100.6,2.6,3.6,12,6
Urban Resilience,Nigeria,West Africa,2022,Q4,2022-Q4,180431,157293,87.2,29854,23365,78.3,3.9,3.9,12,18
Urban Resilience,Nigeria,West Africa,2023,Q1,2023-Q1,102422,83574,81.6,26517,21312,80.4,3.8,4.8,8,17
Urban Resilience,Nigeria,West Africa,2023,Q2,2023-Q2,64438,45385,70.4,10803,7000,64.8,4.7,4.3,24,2
